# Matched-pair tests of symmetry
# This file can be read in MS Excel or in R with command:
#    dat=read.csv('sym.symtest.csv',comment.char='#')
# Columns are comma-separated with following meanings:
#    Name:    Partition name
#    SymSig:  Number of significant sequence pairs by test of symmetry
#    SymNon:  Number of non-significant sequence pairs by test of symmetry
#    SymPval: P-value for maximum test of symmetry
#    MarSig:  Number of significant sequence pairs by test of marginal symmetry
#    MarNon:  Number of non-significant sequence pairs by test of marginal symmetry
#    MarPval: P-value for maximum test of marginal symmetry
#    IntSig:  Number of significant sequence pairs by test of internal symmetry
#    IntNon:  Number of non-significant sequence pairs by test of internal symmetry
#    IntPval: P-value for maximum test of internal symmetry
Name,SymSig,SymNon,SymPval,MarSig,MarNon,MarPval,IntSig,IntNon,IntPval
gene_0439,0,1223,0.41588,6,17,nan,0,23,nan
gene_0440,2,1735,0.579553,79,942,nan,4,1017,nan
gene_0441,0,1121,0.531361,0,0,nan,0,0,nan
gene_0442,0,1184,0.557825,21,657,nan,1,677,nan
gene_0443,0,996,0.809123,4,202,nan,3,203,nan
gene_0444,0,2131,0.363472,12,723,0.73125,0,735,0.206689
gene_0445,0,1074,0.320937,14,475,0.506001,2,487,0.248416
gene_0446,0,1253,0.443263,4,295,nan,0,299,nan
gene_0447,2,1888,0.616431,4,562,nan,0,566,nan
gene_0448,0,1328,0.42888,0,26,nan,0,26,nan
gene_0449,2,1579,0.618992,30,896,nan,3,923,nan
gene_0450,0,700,0.454366,7,237,nan,0,244,nan
gene_0451,1,855,0.475241,9,301,nan,0,310,nan
gene_0452,0,1502,0.45793,8,369,nan,0,377,nan
gene_0453,12,1083,0.451417,80,453,nan,5,528,nan
gene_0454,0,1077,0.440493,10,218,nan,3,225,nan
gene_0455,10,1576,0.391625,0,0,nan,0,0,nan
gene_0456,0,2276,0.42319,6,638,nan,2,642,nan
gene_0457,0,1953,0.521261,0,0,nan,0,0,nan
gene_0458,0,1517,0.391625,38,913,nan,4,947,nan
gene_0459,0,1068,0.564971,1,209,nan,0,210,nan
gene_0460,0,1588,0.643444,3,488,0.590524,3,488,0.582014
gene_0461,1,1769,0.41588,33,996,nan,2,1027,nan
gene_0462,0,1916,0.606303,3,206,nan,1,208,nan
gene_0463,0,1953,0.597507,0,26,nan,0,26,nan
gene_0464,1,1292,0.41588,6,453,nan,1,458,nan
gene_0465,4,1118,0.317311,29,150,nan,1,178,nan
gene_0466,7,2131,0.44568,31,267,nan,0,298,nan
gene_0467,0,1749,0.391625,14,521,nan,2,533,nan
gene_0468,6,970,0.64582,21,173,nan,0,194,nan
gene_0469,0,1216,0.500373,14,472,nan,4,482,nan
gene_0470,0,2211,0.216088,0,46,nan,0,46,nan
gene_0471,0,1123,0.42319,0,13,nan,0,13,nan
gene_0472,0,1027,0.592547,3,203,nan,1,205,nan
gene_0473,2,1574,0.595482,47,884,nan,0,931,nan
gene_0474,4,1359,0.567296,9,201,nan,2,208,nan
gene_0475,1,1497,0.42319,53,385,nan,1,437,nan
gene_0476,0,1481,0.528919,18,579,nan,1,596,nan
gene_0477,0,1420,0.342296,4,142,nan,1,145,nan
gene_0478,0,1060,0.615961,0,0,nan,0,0,nan
gene_0479,2,1822,0.637119,10,713,nan,2,721,nan
gene_0480,0,1143,0.43347,0,0,nan,0,0,nan
gene_0481,10,1802,0.56546,133,1188,nan,6,1315,nan
gene_0482,2,1641,0.42888,0,12,nan,0,12,nan
gene_0483,0,1695,0.367879,12,592,nan,2,602,nan
gene_0484,0,959,0.44015,1,61,nan,0,62,nan
gene_0485,5,1048,0.602298,2,176,nan,3,175,nan
gene_0486,0,1647,0.317311,0,303,nan,3,300,nan
gene_0487,0,1176,0.595482,0,69,nan,0,69,nan
gene_0488,0,1373,0.437274,20,534,nan,0,554,nan
gene_0489,0,990,0.443263,0,51,nan,0,51,nan
gene_0490,0,1653,0.406006,4,219,nan,2,221,nan
gene_0491,1,1996,0.317311,0,125,nan,0,125,nan
gene_0492,0,1310,0.135335,6,109,nan,2,113,nan
gene_0493,0,1321,0.794681,14,338,nan,3,349,nan
gene_0494,0,1225,0.5186,0,0,nan,0,0,nan
gene_0495,1,1829,0.556042,0,0,nan,0,0,nan
gene_0496,0,1634,0.318864,31,764,nan,2,793,nan
gene_0497,1,1759,0.317311,33,627,nan,4,656,nan
gene_0498,0,1952,0.34837,1,24,nan,0,25,nan
gene_0499,0,2013,0.360899,0,0,nan,0,0,nan
gene_0500,34,726,0.645911,116,390,nan,0,506,nan
gene_0501,0,1863,0.631665,43,932,nan,3,972,nan
gene_0502,4,1256,0.39951,71,375,nan,1,445,nan
gene_0503,0,1589,0.367879,0,156,nan,3,153,nan
gene_0504,7,1422,0.500676,27,499,nan,3,523,nan
gene_0505,0,1275,0.288453,22,807,0.153239,2,827,0.49537
gene_0506,0,1266,0.406006,2,332,nan,1,333,nan
gene_0507,14,2191,0.626118,121,1034,nan,1,1154,nan
gene_0508,0,1046,0.317311,0,134,nan,2,132,nan
gene_0509,0,1932,0.523835,35,707,nan,2,740,nan
gene_0510,0,1710,0.271139,2,337,nan,1,338,nan
gene_0511,0,1366,0.500176,21,883,nan,0,904,nan
gene_0512,0,967,0.618992,50,424,nan,0,474,nan
gene_0513,0,557,0.28807,2,128,0.633157,0,130,0.184324
gene_0514,1,1126,0.42888,13,302,nan,1,314,nan
gene_0515,4,1878,0.45793,48,469,nan,2,515,nan
gene_0516,0,1586,0.536633,12,379,nan,0,391,nan
gene_0517,0,1262,0.391625,0,59,nan,1,58,nan
gene_0518,0,1653,0.429577,1,126,nan,0,127,nan
gene_0519,2,1946,0.44781,6,624,nan,4,626,nan
gene_0520,1,1480,0.460906,12,978,nan,10,980,nan
gene_0521,5,1759,0.343147,56,399,nan,1,454,nan
gene_0522,0,1170,0.540444,20,501,nan,1,520,nan
gene_0523,0,1493,0.391625,1,2,nan,0,3,nan
gene_0524,0,1033,0.44015,15,448,nan,3,460,nan
gene_0525,1,1064,0.367879,35,453,nan,0,488,nan
gene_0526,0,1559,0.41588,8,343,nan,1,350,nan
gene_0527,1,1000,0.367879,7,84,nan,0,91,nan
gene_0528,0,1686,0.317311,1,385,nan,3,383,nan
gene_0529,1,1355,0.317311,3,202,nan,1,204,nan
gene_0530,0,1108,0.451417,0,70,nan,0,69,nan
gene_0531,0,1413,0.447812,11,538,nan,1,548,nan
gene_0532,9,1230,0.488972,44,252,nan,1,295,nan
gene_0533,0,1030,0.41802,18,280,nan,0,298,nan
gene_0534,0,2078,0.521261,0,33,nan,0,33,nan
gene_0535,1,1223,0.58514,0,24,nan,0,24,nan
gene_0536,0,1224,0.451417,0,10,nan,0,10,nan
gene_0537,0,1253,0.41588,0,71,nan,0,71,nan
gene_0538,0,1651,0.391823,12,248,nan,2,258,nan
gene_0539,0,1374,0.443263,0,16,nan,0,16,nan
gene_0540,1,1641,0.317311,4,315,nan,0,319,nan
gene_0541,0,1952,0.549416,10,297,nan,0,307,nan
gene_0542,0,1413,0.332594,0,51,nan,0,51,nan
gene_0543,0,1513,0.317311,3,257,nan,2,258,nan
gene_0544,9,1793,0.543754,21,263,nan,0,284,nan
gene_0545,6,1489,0.350485,77,371,nan,0,448,nan
gene_0546,0,1453,0.525529,3,123,nan,0,126,nan
gene_0547,1,1088,0.549416,9,284,nan,2,291,nan
gene_0548,0,827,0.42319,0,0,nan,0,0,nan
gene_0549,2,1533,0.455653,25,1114,nan,7,1132,nan
gene_0550,2,2143,0.801648,24,692,nan,12,704,nan
gene_0551,1,1890,0.529633,3,281,nan,1,283,nan
gene_0552,0,1891,0.213309,0,33,nan,0,33,nan
gene_0553,0,1172,0.44568,4,345,nan,1,348,nan
gene_0554,0,986,0.617257,1,104,nan,0,105,nan
gene_0555,2,1960,0.437274,69,652,nan,2,719,nan
gene_0556,0,836,0.406006,0,147,nan,5,142,nan
gene_0557,0,1095,0.594719,21,472,nan,3,490,nan
gene_0558,0,1647,0.223672,0,14,nan,1,13,nan
gene_0559,0,1692,0.435648,0,313,nan,4,309,nan
gene_0560,0,884,0.461597,0,121,nan,1,120,nan
gene_0561,0,1711,0.429949,0,19,nan,1,18,nan
gene_0562,0,1052,0.526524,0,11,nan,0,11,nan
gene_0563,4,1470,0.579267,7,526,nan,0,533,nan
gene_0564,5,1244,0.367879,13,127,nan,1,139,nan
gene_0565,1,1268,0.285451,20,281,nan,0,301,nan
gene_0566,0,1163,0.367879,5,219,nan,0,224,nan
gene_0567,0,798,0.519798,5,375,nan,3,377,nan
gene_0568,0,1889,0.523105,0,0,nan,0,0,nan
gene_0569,2,1402,0.41588,12,564,nan,3,573,nan
gene_0570,1,921,0.317311,2,225,nan,0,227,nan
gene_0571,0,945,0.320847,0,205,nan,2,203,nan
gene_0572,1,935,0.451417,18,186,nan,1,203,nan
gene_0573,1,1266,0.332594,13,202,nan,0,215,nan
gene_0574,9,1152,0.367879,16,76,nan,2,90,nan
gene_0575,0,1474,0.367879,34,755,nan,2,787,nan
gene_0576,6,2182,0.500073,194,932,nan,1,1125,nan
gene_0577,0,1275,0.699002,0,25,nan,0,25,nan
gene_0578,0,1069,0.440493,3,308,nan,2,309,nan
gene_0579,0,1879,0.500461,16,505,nan,1,520,nan
gene_0580,0,2210,0.426475,0,28,nan,0,28,nan
gene_0581,0,2204,0.575965,1,233,0.609316,3,231,0.399604
gene_0582,0,1699,0.367879,0,41,nan,0,41,nan
gene_0583,1,1767,0.469484,0,32,nan,0,32,nan
gene_0584,0,1707,0.465654,17,613,nan,0,630,nan
gene_0585,0,2080,0.332234,2,105,nan,0,107,nan
gene_0586,0,1390,0.385597,1,61,nan,0,62,nan
gene_0587,1,1322,0.467253,6,142,nan,0,148,nan
gene_0588,1,1371,0.621729,19,480,nan,5,494,nan
gene_0589,0,1707,0.323897,0,0,nan,0,0,nan
gene_0590,0,2145,0.615838,2,212,nan,1,213,nan
gene_0591,0,1531,0.317311,4,282,nan,0,286,nan
gene_0592,3,1578,0.261464,48,608,nan,1,655,nan
gene_0593,0,902,0.633052,0,13,nan,0,13,nan
gene_0594,7,1320,0.560607,79,545,nan,6,618,nan
gene_0595,6,872,0.66668,28,217,nan,5,240,nan
gene_0596,0,1361,0.238103,15,759,nan,0,774,nan
gene_0597,1,1709,0.287297,75,1010,nan,1,1084,nan
gene_0598,0,1699,0.391625,3,52,nan,0,55,nan
gene_0599,0,1465,0.543578,2,356,nan,0,358,nan
gene_0600,4,1277,0.369041,35,668,nan,1,702,nan
gene_0601,1,1592,0.317311,37,1064,nan,0,1101,nan
gene_0602,0,1889,0.471314,25,1064,nan,1,1088,nan
gene_0603,0,1217,0.44781,1,13,nan,0,14,nan
gene_0604,0,1473,0.41588,24,473,nan,1,496,nan
gene_0605,1,1827,0.440493,9,425,nan,0,434,nan
gene_0606,0,1084,0.391625,0,210,nan,0,210,nan
gene_0607,7,1629,0.317311,103,781,nan,2,882,nan
gene_0608,1,1346,0.451053,86,629,nan,0,715,nan
gene_0609,17,2026,0.373844,14,600,nan,15,599,nan
gene_0610,0,1312,0.43347,6,218,nan,0,224,nan
gene_0611,0,1173,0.543813,1,82,nan,0,83,nan
gene_0612,9,2005,0.33944,27,537,nan,1,563,nan
gene_0613,0,1013,0.602458,16,419,nan,1,434,nan
gene_0614,0,1876,0.41588,1,150,nan,0,151,nan
gene_0615,0,1154,0.43347,5,364,nan,3,366,nan
gene_0616,0,1335,0.363352,0,0,nan,0,0,nan
gene_0617,0,1711,0.462243,1,18,0.724394,0,19,0.178191
gene_0618,0,2075,0.288795,1,14,nan,0,15,nan
gene_0619,0,1377,0.535153,0,2,nan,0,2,nan
gene_0620,3,1480,0.391625,3,72,nan,0,75,nan
gene_0621,5,1366,0.42319,22,393,nan,3,412,nan
gene_0622,0,1668,0.619356,33,346,nan,1,378,nan
gene_0623,0,1514,0.482212,27,369,nan,2,394,nan
gene_0624,0,1160,0.526524,3,181,nan,1,183,nan
gene_0625,0,1060,0.367879,11,422,nan,1,432,nan
gene_0626,0,1070,0.426815,3,159,nan,1,161,nan
gene_0627,1,1100,0.317311,12,355,nan,7,360,nan
gene_0628,1,2078,0.391625,9,619,nan,1,627,nan
gene_0629,0,1690,0.320847,0,0,nan,0,0,nan
gene_0630,0,1273,0.572407,2,151,nan,2,151,nan
gene_0631,14,1742,0.389985,4,40,nan,0,44,nan
gene_0632,0,1324,0.407622,1,160,0.367465,0,161,0.462891
gene_0633,0,1596,0.562198,0,41,nan,0,41,nan
gene_0634,1,1566,0.520738,4,132,nan,3,133,nan
gene_0635,0,986,0.677671,0,141,nan,3,138,nan
gene_0636,0,1591,0.367698,3,213,nan,2,214,nan
gene_0637,0,1945,0.297075,0,0,nan,0,0,nan
gene_0638,0,1224,0.333331,0,6,nan,0,6,nan
gene_0639,0,1596,0.670036,3,262,nan,1,264,nan
gene_0640,0,1370,0.449711,1,179,nan,0,180,nan
gene_0641,0,1687,0.391625,2,399,nan,2,399,nan
gene_0642,1,836,0.317311,4,182,nan,1,185,nan
gene_0643,1,747,0.523835,1,33,nan,0,34,nan
gene_0644,0,762,0.757489,0,6,nan,0,6,nan
gene_0645,2,1063,0.425184,15,222,nan,0,237,nan
gene_0646,0,1596,0.254965,3,156,nan,0,159,nan
gene_0647,2,2405,0.33282,28,586,nan,2,612,nan
gene_0648,1,1883,0.391625,2,84,nan,2,84,nan
gene_0649,0,1220,0.43347,0,0,nan,0,0,nan
gene_0650,1,1431,0.735759,51,765,nan,5,811,nan
gene_0651,3,945,0.45793,19,13,nan,0,32,nan
gene_0652,0,1430,0.393876,16,226,0.25151,1,241,0.554704
gene_0653,0,2222,0.500285,0,0,nan,0,0,nan
gene_0654,39,2306,0.756029,164,1271,0.184539,2,1433,0.929224
gene_0655,0,977,0.453758,0,121,nan,6,115,nan
gene_0656,0,2184,0.503668,15,1105,nan,3,1117,nan
gene_0657,0,624,0.564003,0,49,nan,0,49,nan
gene_0658,21,1575,0.317311,108,370,nan,0,478,nan
gene_0659,0,1610,0.317311,2,139,nan,0,141,nan
gene_0660,15,1964,0.522438,40,663,nan,3,700,nan
gene_0661,1,1854,0.369041,15,523,nan,4,534,nan
gene_0662,0,1829,0.449711,0,0,nan,0,0,nan
gene_0663,0,900,0.307353,0,8,nan,0,8,nan
gene_0664,3,2133,0.500091,41,729,nan,3,767,nan
gene_0665,0,1953,0.42319,1,65,nan,0,66,nan
gene_0666,0,2144,0.369041,0,417,nan,0,417,nan
gene_0667,1,1948,0.44801,0,0,nan,0,0,nan
gene_0668,0,1887,0.556911,12,839,nan,0,851,nan
gene_0669,0,1318,0.500148,4,503,nan,3,504,nan
gene_0670,0,1428,0.444904,1,6,nan,0,7,nan
gene_0671,0,2013,0.696343,0,137,nan,1,136,nan
gene_0672,0,1160,0.367879,0,7,nan,0,7,nan
gene_0673,0,1629,0.369041,0,352,nan,0,352,nan
gene_0674,0,1595,0.519798,0,0,nan,0,0,nan
gene_0675,3,1222,0.342254,0,12,nan,0,12,nan
gene_0676,0,1432,0.525529,0,43,nan,0,43,nan
gene_0677,0,962,0.317311,1,293,nan,1,293,nan
gene_0678,0,941,0.287297,0,20,nan,0,20,nan
gene_0679,1,1649,0.300101,34,389,nan,1,422,nan
gene_0680,0,1876,0.288795,0,21,nan,0,21,nan
gene_0681,1,1461,0.528919,40,712,nan,4,748,nan
gene_0682,0,857,0.391625,0,7,nan,0,7,nan
gene_0683,0,666,0.54429,0,200,nan,0,200,nan
gene_0684,0,656,0.401337,0,160,0.619853,0,160,0.238385
gene_0685,4,1933,0.367879,49,445,nan,7,487,nan
gene_0686,0,1071,0.16876,10,336,0.448126,2,344,0.11031
gene_0687,0,1889,0.415407,3,542,nan,0,545,nan
gene_0688,0,1027,0.56699,9,326,nan,1,334,nan
gene_0689,8,1280,0.591154,49,286,nan,2,333,nan
gene_0690,0,1540,0.391625,20,644,nan,1,663,nan
gene_0691,0,1439,0.367879,2,331,nan,1,332,nan
gene_0692,0,649,0.388841,1,90,nan,0,91,nan
gene_0693,0,1999,0.317311,0,91,nan,0,91,nan
gene_0694,0,1891,0.39951,0,81,nan,0,78,nan
gene_0695,0,1645,0.382052,0,101,nan,0,101,nan
gene_0696,3,1417,0.367879,22,418,nan,5,435,nan
gene_0697,0,1112,0.317311,0,36,nan,1,35,nan
gene_0698,0,1701,0.257536,4,63,nan,0,67,nan
gene_0699,0,1478,0.317311,0,17,nan,0,17,nan
gene_0700,0,1019,0.394578,0,5,nan,0,5,nan
gene_0701,0,2016,0.271139,0,476,nan,5,471,nan
gene_0702,0,1890,0.672379,0,1,nan,0,1,nan
gene_0703,0,1877,0.600556,0,0,nan,0,0,nan
gene_0704,0,2127,0.355885,12,529,nan,1,540,nan
gene_0705,5,1373,0.521261,21,590,nan,4,607,nan
gene_0706,4,2066,0.42319,45,1339,nan,4,1380,nan
gene_0707,0,1891,0.455653,0,309,nan,4,305,nan
gene_0708,0,1482,0.33944,0,0,nan,0,0,nan
gene_0709,1,1536,0.367879,10,167,nan,0,177,nan
gene_0710,0,1035,0.518975,0,146,nan,2,144,nan
gene_0711,0,944,0.613705,3,306,0.895689,7,302,0.209537
gene_0712,0,1363,0.539749,2,108,nan,0,110,nan
gene_0713,5,1186,0.367879,32,294,nan,0,326,nan
gene_0714,0,1257,0.406006,1,77,nan,1,77,nan
gene_0715,0,1883,0.279413,0,1,nan,0,1,nan
gene_0716,0,1223,0.42319,0,3,nan,0,3,nan
gene_0717,0,2144,0.186291,0,9,nan,1,8,nan
gene_0718,1,1652,0.372059,3,76,nan,0,79,nan
gene_0719,0,1468,0.287297,0,9,nan,0,9,nan
gene_0720,0,775,0.454366,2,163,nan,0,165,nan
gene_0721,0,1524,0.332594,1,162,nan,0,163,nan
gene_0722,1,1286,0.317311,0,67,nan,0,67,nan
gene_0723,11,1798,0.199093,77,949,0.152764,1,1025,0.364072
gene_0724,1,1389,0.42319,56,985,nan,4,1037,nan
gene_0725,0,934,0.367879,0,41,nan,0,41,nan
gene_0726,1,1197,0.42319,30,499,nan,1,528,nan
gene_0727,0,1422,0.778169,7,256,0.694493,2,261,0.678124
gene_0728,0,1237,0.357518,0,132,nan,0,132,nan
gene_0729,0,1881,0.42319,6,670,nan,20,656,nan
gene_0730,0,1367,0.452961,0,232,nan,2,230,nan
gene_0731,0,1378,0.430596,11,315,nan,3,323,nan
gene_0732,0,1823,0.317311,0,0,nan,0,0,nan
gene_0733,0,2468,0.317311,10,835,nan,1,844,nan
gene_0734,0,1709,0.478947,0,62,nan,0,62,nan
gene_0735,0,890,0.45793,0,91,nan,1,90,nan
gene_0736,0,1259,0.391625,1,28,nan,0,29,nan
gene_0737,1,1078,0.303217,44,384,0.77218,0,428,0.112999
gene_0738,1,1221,0.449711,8,361,nan,0,369,nan
gene_0739,0,892,0.41588,2,44,nan,0,46,nan
gene_0740,0,2065,0.367879,41,1198,nan,5,1234,nan
gene_0741,0,1826,0.661927,0,35,nan,0,35,nan
gene_0742,10,1136,0.391625,64,372,nan,3,433,nan
gene_0743,1,1685,0.536633,6,291,nan,2,295,nan
gene_0744,1,1208,0.367879,4,496,nan,2,498,nan
gene_0745,0,1711,0.367879,7,742,nan,1,748,nan
gene_0746,0,923,0.42888,1,35,nan,0,36,nan
gene_0747,1,1870,0.42888,42,945,nan,4,983,nan
gene_0748,0,1496,0.367879,31,798,nan,1,828,nan
gene_0749,4,1518,0.610818,2,73,nan,0,75,nan
gene_0750,0,2074,0.39951,3,458,nan,2,459,nan
gene_0751,0,1476,0.693934,0,219,nan,0,219,nan
gene_0752,3,1055,0.528919,17,340,nan,0,357,nan
gene_0753,0,1820,0.647232,4,389,nan,0,393,nan
gene_0754,0,736,0.43998,2,307,0.287139,1,308,0.57621
gene_0755,0,1592,0.367527,11,352,nan,4,359,nan
gene_0756,0,1513,0.443263,7,420,nan,1,426,nan
gene_0757,12,1900,0.459889,49,308,nan,1,356,nan
gene_0758,0,1326,0.549431,0,0,nan,0,0,nan
gene_0759,2,1589,0.367879,13,372,nan,2,383,nan
gene_0760,0,1538,0.847242,4,352,nan,1,355,nan
gene_0761,0,1367,0.587408,0,69,nan,0,69,nan
gene_0762,0,1474,0.437259,6,384,nan,2,388,nan
gene_0763,0,1184,0.441618,25,570,nan,0,595,nan
gene_0764,0,1709,0.525489,0,101,nan,0,101,nan
gene_0765,0,1588,0.406006,6,359,nan,3,362,nan
gene_0766,0,1595,0.511939,0,32,nan,0,32,nan
gene_0767,0,946,0.593136,0,224,nan,4,220,nan
gene_0768,0,2339,0.443263,0,93,nan,7,86,nan
gene_0769,0,2016,0.536633,0,47,nan,0,47,nan
gene_0770,2,1748,0.42319,50,772,nan,2,820,nan
gene_0771,2,802,0.454366,16,60,nan,0,76,nan
gene_0772,3,1344,0.58514,15,264,nan,0,279,nan
gene_0773,0,1264,0.42888,0,6,nan,0,6,nan
gene_0774,0,1128,0.53954,0,46,nan,0,46,nan
gene_0775,3,1270,0.478267,0,147,0.183863,2,145,0.751344
gene_0776,2,1201,0.261464,12,41,nan,0,53,nan
gene_0777,1,1368,0.560739,3,33,nan,0,36,nan
gene_0778,1,1169,0.733779,1,107,nan,1,107,nan
gene_0779,0,1540,0.425173,1,116,0.336836,0,117,0.511402
gene_0780,0,1936,0.406006,21,1060,nan,1,1080,nan
gene_0781,1,1070,0.500199,34,278,nan,0,312,nan
gene_0782,2,2171,0.621729,25,976,nan,7,994,nan
gene_0783,2,2078,0.29653,23,810,nan,0,833,nan
gene_0784,0,1653,0.549416,6,256,nan,1,261,nan
gene_0785,0,1584,0.41588,0,24,nan,0,24,nan
gene_0786,2,1536,0.394442,18,628,0.170292,5,641,0.775023
gene_0787,0,1378,0.297199,0,0,nan,0,0,nan
gene_0788,0,1126,0.597507,23,341,nan,6,358,nan
gene_0789,0,1225,0.500589,15,566,nan,0,581,nan
gene_0790,0,1010,0.391625,0,0,nan,0,0,nan
gene_0791,5,2058,0.367879,23,264,nan,2,285,nan
gene_0792,3,1913,0.317311,2,56,nan,0,58,nan
gene_0793,1,1535,0.279413,24,680,nan,6,698,nan
gene_0794,0,665,0.43347,3,191,nan,1,193,nan
gene_0795,0,910,0.317311,0,268,nan,2,266,nan
gene_0796,0,871,0.636315,0,41,nan,0,41,nan
gene_0797,0,1348,0.251682,0,88,nan,1,87,nan
gene_0798,0,862,0.406006,1,57,nan,0,58,nan
gene_0799,0,528,0.405761,0,28,nan,0,28,nan
gene_0800,1,1562,0.647654,23,247,nan,3,267,nan
gene_0801,0,943,0.526524,0,58,nan,2,56,nan
gene_0802,6,1560,0.543813,37,330,nan,1,366,nan
gene_0803,0,1070,0.317311,1,151,nan,1,151,nan
gene_0804,0,1703,0.383189,1,107,nan,0,108,nan
gene_0805,0,2145,0.67602,0,30,nan,0,30,nan
gene_0806,2,2077,0.831919,1,221,nan,1,221,nan
gene_0807,0,775,0.543578,9,412,nan,1,420,nan
gene_0808,0,1539,0.446738,0,18,nan,0,18,nan
gene_0809,0,1114,0.42319,0,10,nan,0,10,nan
gene_0810,0,1326,0.543813,13,165,nan,0,178,nan
gene_0811,0,1035,0.317311,0,50,nan,4,46,nan
gene_0812,1,1951,0.443823,0,64,nan,1,63,nan
gene_0813,0,1710,0.452961,12,499,nan,2,509,nan
gene_0814,0,2415,0.357123,6,315,nan,5,316,nan
gene_0815,0,2012,0.501132,1,456,nan,0,457,nan
gene_0816,5,1825,0.392873,5,135,0.48026,0,140,0.326898
gene_0817,2,1706,0.459889,13,654,nan,2,665,nan
gene_0818,0,1687,0.397133,6,668,nan,4,670,nan
gene_0819,0,1317,0.521826,0,473,nan,2,471,nan
gene_0820,1,1741,0.415407,1,298,nan,2,297,nan
gene_0821,0,1431,0.43347,3,271,nan,0,274,nan
gene_0822,0,1710,0.317311,0,0,nan,0,0,nan
gene_0823,0,2126,0.42319,2,123,nan,0,125,nan
gene_0824,0,1144,0.539749,8,417,nan,3,422,nan
gene_0825,0,1999,0.519798,0,9,nan,0,9,nan
gene_0826,0,899,0.521826,0,15,nan,0,15,nan
gene_0827,0,1690,0.317311,17,895,nan,1,911,nan
gene_0828,1,2277,0.455445,0,11,nan,0,11,nan
gene_0829,0,1539,0.591361,11,217,nan,1,227,nan
gene_0830,0,1586,0.407599,0,54,nan,0,54,nan
gene_0831,1,939,0.500111,1,271,nan,1,271,nan
gene_0832,0,2118,0.459889,80,854,nan,3,931,nan
gene_0833,0,1081,0.540144,0,223,0.795224,1,222,0.219197
gene_0834,0,1418,0.261464,0,16,nan,0,16,nan
gene_0835,0,1378,0.350795,0,57,nan,0,57,nan
gene_0836,14,1447,0.587408,13,93,nan,1,105,nan
gene_0837,1,1533,0.317311,4,245,nan,0,249,nan
gene_0838,0,1710,0.42888,0,0,nan,0,0,nan
gene_0839,3,2196,0.455653,68,947,nan,4,1011,nan
gene_0840,0,763,0.397504,0,0,nan,0,0,nan
gene_0841,2,1148,0.532104,7,262,nan,0,269,nan
gene_0842,1,1997,0.41588,0,362,nan,1,361,nan
gene_0843,0,1207,0.553784,8,508,nan,0,516,nan
gene_0844,0,1152,0.41588,21,169,nan,0,190,nan
gene_0845,0,757,0.458944,0,17,nan,0,17,nan
gene_0846,2,1190,0.539749,7,290,nan,9,288,nan
gene_0847,1,1692,0.539749,3,188,nan,1,190,nan
gene_0848,0,1864,0.41588,10,200,nan,0,210,nan
gene_0849,0,2079,0.401607,3,137,nan,0,140,nan
gene_0850,0,1346,0.563766,0,101,nan,0,101,nan
gene_0851,0,1320,0.317311,0,0,nan,0,0,nan
gene_0852,0,1485,0.609638,0,52,nan,1,51,nan
gene_0853,0,1479,0.367879,2,84,nan,0,86,nan
gene_0854,0,1170,0.358458,2,103,nan,2,103,nan
gene_0855,0,1540,0.559379,3,228,nan,0,231,nan
gene_0856,0,1640,0.500212,4,17,nan,0,21,nan
gene_0857,0,1697,0.383117,0,99,nan,0,99,nan
gene_0858,0,1596,0.389985,1,177,nan,0,178,nan
gene_0859,0,1891,0.45793,0,24,nan,0,24,nan
gene_0860,1,1636,0.254032,6,297,nan,2,301,nan
gene_0861,0,940,0.614956,1,189,nan,2,188,nan
gene_0862,0,1376,0.525529,11,450,nan,1,460,nan
gene_0863,0,1261,0.377752,19,328,nan,1,346,nan
gene_0864,0,1377,0.5662,20,817,0.701711,1,836,0.393847
gene_0865,0,1886,0.457088,0,163,0.296978,0,163,0.604
gene_0866,0,1539,0.670328,0,0,nan,0,0,nan
gene_0867,1,1766,0.293059,0,0,nan,0,0,nan
gene_0868,0,2144,0.347997,0,0,nan,0,0,nan
gene_0869,0,1473,0.317311,1,235,nan,0,236,nan
gene_0870,0,1540,0.461332,0,48,nan,0,48,nan
gene_0871,0,1304,0.406006,2,99,nan,2,99,nan
gene_0872,0,1417,0.317311,9,623,nan,2,630,nan
gene_0873,0,1265,0.43347,0,9,nan,0,9,nan
gene_0874,4,1427,0.383117,0,2,nan,0,2,nan
gene_0875,0,1596,0.370937,0,2,nan,0,2,nan
gene_0876,0,1271,0.519798,1,121,nan,0,122,nan
gene_0877,0,1769,0.698722,0,27,0.620073,0,27,0.623775
gene_0878,0,2079,0.534989,0,1,nan,0,1,nan
gene_0879,0,2078,0.574462,0,59,nan,1,58,nan
gene_0880,0,1176,0.517597,0,1,nan,0,1,nan
gene_0881,0,1204,0.461597,37,268,nan,1,304,nan
gene_0882,0,1651,0.43347,14,198,nan,0,212,nan
gene_0883,0,1653,0.416744,1,54,nan,5,50,nan
gene_0884,10,1892,0.317311,123,1123,nan,4,1242,nan
gene_0885,2,1538,0.381797,1,180,nan,0,181,nan
gene_0886,1,1622,0.530387,23,711,nan,3,731,nan
gene_0887,0,1699,0.391625,6,533,nan,2,537,nan
gene_0888,1,1026,0.367879,19,362,nan,1,380,nan
gene_0889,0,1651,0.632355,0,61,nan,1,60,nan
